"filename", "language", "TypeScript", "HTML", "CSS", "comment", "blank", "total"
"d:\FIXXUP\Angular-FIXXP-\src\app\view-society-manager-kyc\view-society-manager-kyc.component.ts", "TypeScript", 34, 0, 0, 0, 5, 39
"d:\FIXXUP\Angular-FIXXP-\src\app\view-ticket-workers-kyc-doc\view-ticket-workers-kyc-doc.component.css", "CSS", 0, 0, 0, 0, 1, 1
"d:\FIXXUP\Angular-FIXXP-\src\app\view-ticket-workers-kyc-doc\view-ticket-workers-kyc-doc.component.html", "HTML", 0, 1, 0, 0, 0, 1
"d:\FIXXUP\Angular-FIXXP-\src\app\view-ticket-workers-kyc-doc\view-ticket-workers-kyc-doc.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\view-ticket-workers-kyc-doc\view-ticket-workers-kyc-doc.component.ts", "TypeScript", 34, 0, 0, 0, 8, 42
"d:\FIXXUP\Angular-FIXXP-\src\app\view-ticket-workers-kyc\view-ticket-workers-kyc.component.css", "CSS", 0, 0, 194, 7, 44, 245
"d:\FIXXUP\Angular-FIXXP-\src\app\view-ticket-workers-kyc\view-ticket-workers-kyc.component.html", "HTML", 0, 34, 0, 0, 5, 39
"d:\FIXXUP\Angular-FIXXP-\src\app\view-ticket-workers-kyc\view-ticket-workers-kyc.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\view-ticket-workers-kyc\view-ticket-workers-kyc.component.ts", "TypeScript", 28, 0, 0, 0, 4, 32
"d:\FIXXUP\Angular-FIXXP-\src\app\view-ticket-workers\view-ticket-workers.component.css", "CSS", 0, 0, 194, 7, 44, 245
"d:\FIXXUP\Angular-FIXXP-\src\app\view-ticket-workers\view-ticket-workers.component.html", "HTML", 0, 98, 0, 3, 9, 110
"d:\FIXXUP\Angular-FIXXP-\src\app\view-ticket-workers\view-ticket-workers.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\view-ticket-workers\view-ticket-workers.component.ts", "TypeScript", 36, 0, 0, 0, 8, 44
"d:\FIXXUP\Angular-FIXXP-\src\app\view-worker-transactions\view-worker-transactions.component.css", "CSS", 0, 0, 0, 0, 1, 1
"d:\FIXXUP\Angular-FIXXP-\src\app\view-worker-transactions\view-worker-transactions.component.html", "HTML", 0, 1, 0, 0, 1, 2
"d:\FIXXUP\Angular-FIXXP-\src\app\view-worker-transactions\view-worker-transactions.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\view-worker-transactions\view-worker-transactions.component.ts", "TypeScript", 8, 0, 0, 0, 3, 11
"d:\FIXXUP\Angular-FIXXP-\src\app\view-workers-kyc\view-workers-kyc.component.css", "CSS", 0, 0, 0, 0, 1, 1
"d:\FIXXUP\Angular-FIXXP-\src\app\view-workers-kyc\view-workers-kyc.component.html", "HTML", 0, 1, 0, 0, 0, 1
"d:\FIXXUP\Angular-FIXXP-\src\app\view-workers-kyc\view-workers-kyc.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\view-workers-kyc\view-workers-kyc.component.ts", "TypeScript", 36, 0, 0, 0, 5, 41
"d:\FIXXUP\Angular-FIXXP-\src\app\view-workers\view-workers.component.css", "CSS", 0, 0, 208, 7, 47, 262
"d:\FIXXUP\Angular-FIXXP-\src\app\view-workers\view-workers.component.html", "HTML", 0, 102, 0, 3, 12, 117
"d:\FIXXUP\Angular-FIXXP-\src\app\view-workers\view-workers.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\view-workers\view-workers.component.ts", "TypeScript", 45, 0, 0, 0, 7, 52
"d:\FIXXUP\Angular-FIXXP-\src\app\viewaily-helper-doc\viewaily-helper-doc.component.css", "CSS", 0, 0, 0, 0, 1, 1
"d:\FIXXUP\Angular-FIXXP-\src\app\viewaily-helper-doc\viewaily-helper-doc.component.html", "HTML", 0, 1, 0, 0, 1, 2
"d:\FIXXUP\Angular-FIXXP-\src\app\viewaily-helper-doc\viewaily-helper-doc.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\viewaily-helper-doc\viewaily-helper-doc.component.ts", "TypeScript", 8, 0, 0, 0, 3, 11
"d:\FIXXUP\Angular-FIXXP-\src\app\viewmanager\viewmanager.component.css", "CSS", 0, 0, 253, 37, 53, 343
"d:\FIXXUP\Angular-FIXXP-\src\app\viewmanager\viewmanager.component.html", "HTML", 0, 200, 0, 0, 8, 208
"d:\FIXXUP\Angular-FIXXP-\src\app\viewmanager\viewmanager.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\viewmanager\viewmanager.component.ts", "TypeScript", 60, 0, 0, 0, 10, 70
"d:\FIXXUP\Angular-FIXXP-\src\app\viewuser\viewuser.component.css", "CSS", 0, 0, 202, 7, 43, 252
"d:\FIXXUP\Angular-FIXXP-\src\app\viewuser\viewuser.component.html", "HTML", 0, 97, 0, 0, 19, 116
"d:\FIXXUP\Angular-FIXXP-\src\app\viewuser\viewuser.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\viewuser\viewuser.component.ts", "TypeScript", 61, 0, 0, 12, 4, 77
"d:\FIXXUP\Angular-FIXXP-\src\app\visitors-category\visitors-category.component.css", "CSS", 0, 0, 171, 866, 16, 1053
"d:\FIXXUP\Angular-FIXXP-\src\app\visitors-category\visitors-category.component.html", "HTML", 0, 330, 0, 613, 39, 982
"d:\FIXXUP\Angular-FIXXP-\src\app\visitors-category\visitors-category.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\visitors-category\visitors-category.component.ts", "TypeScript", 177, 0, 0, 0, 16, 193
"d:\FIXXUP\Angular-FIXXP-\src\app\visitors-image\visitors-image.component.css", "CSS", 0, 0, 0, 0, 1, 1
"d:\FIXXUP\Angular-FIXXP-\src\app\visitors-image\visitors-image.component.html", "HTML", 0, 1, 0, 0, 0, 1
"d:\FIXXUP\Angular-FIXXP-\src\app\visitors-image\visitors-image.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\visitors-image\visitors-image.component.ts", "TypeScript", 32, 0, 0, 0, 13, 45
"d:\FIXXUP\Angular-FIXXP-\src\app\worker-transaction-history\worker-transaction-history.component.css", "CSS", 0, 0, 386, 465, 131, 982
"d:\FIXXUP\Angular-FIXXP-\src\app\worker-transaction-history\worker-transaction-history.component.html", "HTML", 0, 75, 0, 0, 4, 79
"d:\FIXXUP\Angular-FIXXP-\src\app\worker-transaction-history\worker-transaction-history.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\worker-transaction-history\worker-transaction-history.component.ts", "TypeScript", 108, 0, 0, 0, 9, 117
"d:\FIXXUP\Angular-FIXXP-\src\app\worker-transaction-update\worker-transaction-update.component.css", "CSS", 0, 0, 326, 393, 88, 807
"d:\FIXXUP\Angular-FIXXP-\src\app\worker-transaction-update\worker-transaction-update.component.html", "HTML", 0, 348, 0, 45, 17, 410
"d:\FIXXUP\Angular-FIXXP-\src\app\worker-transaction-update\worker-transaction-update.component.spec.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"d:\FIXXUP\Angular-FIXXP-\src\app\worker-transaction-update\worker-transaction-update.component.ts", "TypeScript", 132, 0, 0, 0, 25, 157
"Total", "-", 15654, 27297, 21650, 33381, 8971, 106953
